Earliest Age,最早库龄,
Earnest Money,保证金,
Edit,编辑,
Edit BOM,编辑物料清单,
Edit Capacity,编辑产能,
Edit Cart,返回购物车,
Edit Full Form,全屏编辑,
Edit Not Allowed,禁止编辑,
Edit Note,编辑备注,
Edit Posting Date and Time,修改记账日期与时间,
Edit Receipt,编辑收据,
Edit Tax Withholding Entries,编辑预扣税分录,
Editing {0} is not allowed as per POS Profile settings,根据POS配置设置，不允许编辑{0},
Education,教育培训,
Educational Qualification,学历,
Either 'Selling' or 'Buying' must be selected,必须选择'销售'或'采购',
Either Workstation or Workstation Type is mandatory,必须填写工作中心或工作中心类型,
Either target qty or target amount is mandatory,需要指定目标数量和金额,
Either target qty or target amount is mandatory.,需要指定目标数量和金额。,
Electric,电动,
Electrical,电气,
Electricity,电力费用,
Electricity down,停电,
Electronic Equipment,电子设备,
Email,邮件,
Email Account,电子邮箱帐号,
Email Address,电子邮箱,
Email Address (required),电子邮件地址（必填）,
"Email Address must be unique, it is already used in {0}",电子邮件地址必须唯一，已在{0}中使用,
Email Campaign,邮件促销,
Email Campaign Error,邮件营销活动错误,
Email Campaign For ,针对的电子邮件营销,
Email Campaign Send Error,邮件营销活动发送错误,
Email Details,邮件详情,
Email Digest,自动发邮件-统计信息,
Email Digest Recipient,电子邮件摘要收件人,
Email Digest Settings,自动发邮件-统计信息 设置,
Email Digest: {0},邮件摘要：{0},
Email Group,邮件组,
Email ID,电子邮件,
Email Id,邮箱,
Email Receipt,邮件发送收据,
Email Sent,邮件已发送,
Email Sent to Supplier {0},邮件已发送至供应商{0},
Email Settings,邮件设置,
Email Template,电子邮件模板,
Email is required to create a user,创建用户需要邮箱,
Email is required to create a user.,创建用户需要邮箱。,
Email not sent to {0} (unsubscribed / disabled),电子邮件不会被发送到{0}（退订/禁用）,
Email or Phone/Mobile of the Contact are mandatory to continue.,必须填写联系人的邮箱或电话/手机才能继续,
Email sent successfully.,邮件发送成功,
Email sent to,邮件发送至,
Email sent to {0},邮件已发送至 {0},
Email verification failed.,邮件验证失败,
Email:,邮件:,
Emails Queued,邮件已排队,
Employee,员工,
Employee ,员工 ,
Employee Advance,员工预支,
Employee Advance Account,员工预支科目,
Employee Advances,员工预支,
Employee Analytics,员工分析,
Employee Benefits Obligation,职工福利义务,
Employee Birthday,员工生日,
Employee Detail,员工详细信息,
Employee Education,员工教育,
Employee External Work History,员工外部就职经历,
Employee Group,员工组,
Employee Group Table,员工组表,
Employee Hours Utilization Based On Timesheet,基于工时表的员工工时利用率,
Employee ID,员工号,
Employee Information,员工信息,
Employee Internal Work History,员工内部就职经历,
Employee Leave Balance,员工假期余额,
Employee Leave Balance Summary,员工假期余额汇总,
Employee Name,员工姓名,
Employee Number,员工号,
Employee User Id,员工用户ID,
Employee cannot report to himself.,员工不能是自己的上级主管。,
Employee is required,员工为必填项,
Employee is required while issuing Asset {0},发放资产{0}时必须指定员工,
Employee {0} already has a linked user,员工 {0} 已有关联用户,
Employee {0} does not belong to the company {1},员工{0}不属于公司{1},
Employee {0} is currently working on another workstation. Please assign another employee.,员工{0}正在其他工作中心工作，请指派其他员工,
Employee {0} not found,未找到员工 {0},
Employees,员工,
Employment Type,雇佣类型,
Empty,空,
Empty To Delete List,删除列表为空,
Enable Accounting Dimensions,启用会计维度,
Enable Allow Partial Reservation in the Stock Settings to reserve partial stock.,请在库存设置中启用允许部分预留,
Enable Appointment Scheduling,启用预约排程,
Enable Auto Email,自动发送电子邮件,
Enable Auto Re-Order,启用自动重新排序,
Enable Automatic Party Matching,启用自动匹配往来单位,
Enable Capital Work in Progress Accounting,启用在建工程科目,
Enable Common Party Accounting,启用既是供应商又是客户合并记账功能,
Enable Cut-Off Date on Bulk Delivery Note Creation,批量创建交货单时启用截止日期,
Enable Deferred Expense,启用递延费用,
Enable Deferred Revenue,启用递延收入,
Enable Discount Accounting for Selling,启用折扣科目单独记账,
Enable Discounts and Margin,启用折扣和利润率,
Enable European Access,启用欧洲访问,
Enable Fuzzy Matching,启用模糊匹配,
Enable Health Monitor,启用健康监控,
Enable Immutable Ledger,启用不可篡改账本,
Enable Item-wise Inventory Account,启用按物料核算库存科目,
Enable Loyalty Point Program,启用积分计划,
Enable Parallel Reposting,启用并行重新过账,
Enable Perpetual Inventory,启用永续盘存（物料移动实时生成会计凭证）,
Enable Provisional Accounting For Non Stock Items,非库存物料采购入库启用暂估费用记账,
Enable Separate Reposting for GL,启用总账单独重新过账,
Enable Serial / Batch Bundle,启用序列号/批次捆包,
Enable Stock Reservation,启用库存预留,
Enable Subscription,启用订阅,
Enable Subscription tracking in invoice,在发票中启用订阅跟踪,
Enable UTM,启用 UTM,
"Enable Urchin Tracking Module parameters in Quotation, Sales Order, Sales Invoice, POS Invoice, Lead,  and Delivery Note.",在报价单、销售订单、销售发票、POS 发票、线索和交货单中启用 UTM 跟踪模块参数。,
Enable YouTube Tracking,启用YouTube追踪,
"Enable cost center, projects and other custom accounting dimensions",启用成本中心、项目和其他自定义会计维度,
Enable it if users want to consider rejected materials to dispatch.,需从退货仓拣料时勾选,
Enable this checkbox even if you want to set the zero priority,勾选表示即使优先级为0也启用优先级规则,
"Enable this option to calculate daily depreciation by considering the total number of days in the entire depreciation period, (including leap years) while using daily pro-rata based depreciation",勾选此选项按天折旧将基于折旧期间总天数,
Enable to apply SLA on every {0},启用后将在每个{0}应用SLA,
Enable to reserve a small sample from each batch for any analysis arising ahead,启用以从每批次中保留少量样品以备后续分析,
Enable tracking sales commissions,启用销售佣金跟踪,
Enabled,已启用,
Enabling the check box will fetch timesheet on select of a Project in Sales Invoice,勾选此复选框将在销售发票中选择项目时获取工时表,
Enabling this checkbox will force each Job Card Time Log to have From Time and To Time,勾选后，生产任务单实际工时强制填写开始与结束时间,
Enabling this ensures each Purchase Invoice has a unique value in Supplier Invoice No. field within a particular fiscal year,勾选后系统会针对同一财年采购发票供应商发票号进行唯一性检查,
Enabling this option will allow you to record - <br><br> 1. Advances Received in a <b>Liability Account</b> instead of the <b>Asset Account</b><br><br>2. Advances Paid in an <b>Asset Account</b> instead of the <b> Liability Account</b>,勾选后，收到预付款记负债而非资产科目，支付预付款记资产而非负债科目,
Enabling this will allow creation of multi-currency invoices against single party account in company currency,如果勾选，允许客户或供应商第一张发票货币为非主数据中的结算货币(默认为本币),
Enabling this will change the way how cancelled transactions are handled.,勾选意味着系统将修改取消单据记账逻辑,
Encashment Date,折现日期,
End Date,结束日期,
End Date cannot be before Start Date.,结束日期不能早于开始日期。,
End Time,结束时间,
End Transit,在途入库,
End Year,结束年份,
End Year cannot be before Start Year,截止年不能早于开始年,
End date cannot be before start date,结束日期不可早于开始日期,
End date of current invoice's period,当前发票周期的结束日期,
End of Life,失效日期,
End of the current subscription period,当前订阅期间结束,
Enforce Time Logs,生产任务单实际工时强制填写开始与结束时间,
Ensure Delivery Based on Produced Serial No,绑定工单入库序列号出货,
Enter API key in Google Settings.,在Google设置中输入API密钥,
Enter Company Details,输入公司详情,
"Enter First and Last name of Employee, based on Which Full Name will be updated. IN transactions, it will be Full Name which will be fetched.",输入员工姓和名，全称将自动更新。交易中将使用全称,
Enter Manually,手动输入,
Enter Serial Nos,输入序列号,
Enter Value,输入值,
Enter Visit Details,输入访问明细,
Enter a name for Routing.,输入工艺路线名称,
"Enter a name for the Operation, for example, Cutting.",输入工序名称，如切割,
Enter a name for this Holiday List.,输入节假日列表名称,
Enter amount to be redeemed.,输入要兑换的金额,
"Enter an Item Code, the name will be auto-filled the same as Item Code on clicking inside the Item Name field.",输入物料代码，点击物料名称字段将自动填充相同名称,
Enter customer's email,输入客户邮箱,
Enter customer's phone number,输入客户电话号码,
Enter date to scrap asset,输入资产报废日期,
Enter depreciation details,输入折旧信息,
Enter discount percentage.,输入折扣百分比,
Enter each serial no in a new line,每行输入一个序列号,
Enter the Bank Guarantee Number before submitting.,提交前输入银行保函编号,
"Enter the Operation, the table will fetch the Operation details like Hourly Rate, Workstation automatically.

 After that, set the Operation Time in minutes and the table will calculate the Operation Costs based on the Hourly Rate and Operation Time.","输入操作后，表格将自动获取操作详细信息，如小时费率、工作站。

 之后，以分钟为单位设置操作时间，表格将根据小时费率和操作时间计算操作成本。",
Enter the name of the Beneficiary before submitting.,提交前输入受益人名称,
Enter the name of the bank or lending institution before submitting.,提交前输入银行或贷款机构名称,
Enter the opening stock units.,输入期初库存数量,
Enter the quantity of the Item that will be manufactured from this Bill of Materials.,输入基于此物料清单生产的物料数量,
Enter the quantity to manufacture. Raw material Items will be fetched only when this is set.,输入生产数量。仅当设置此值时才会获取原材料,
Enter {0} amount.,输入{0}金额,
Entertainment Expenses,娱乐费用,
Entity,实体,
Entity Type,实体类型,
Entry Type,凭证类型,
Equity,权益,
Equity/Liability Account,权益/负债科目,
Error,错误,
Error Description,错误说明,
Error Log,错误日志,
Error Message,错误消息,
Error Occurred,发生错误,
Error during caller information update,更新来电信息时出错,
Error evaluating the criteria formula,评估标准公式时出错,
Error getting details for {0}: {1},获取 {0} 的详情时出错：{1},
Error in party matching for Bank Transaction {0},银行交易{0}交易方匹配错误,
Error while posting depreciation entries,过账折旧分录时出错,
Error while processing deferred accounting for {0},处理{0}的延迟记账时出错,
Error while reposting item valuation,物料成本价追溯调整出错,
"Error: This asset already has {0} depreciation periods booked.
					The `depreciation start` date must be at least {1} periods after the `available for use` date.
					Please correct the dates accordingly.","错误：此资产已登记 {0} 个折旧期。
					`折旧开始`日期必须至少在 `可供使用`日期之后 {1} 个期。
					请相应地更正日期。",
Error: {0} is mandatory field,错误：{0}是必填字段, 
Errors,错误,
Errors Notification,出错通知,
Estimated Arrival,预计抵达时间,
Estimated Cost,预估成本,
Estimated Time and Cost,预计时间和成本,
Evaluation Period,评估频率,
"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:",即使存在多个最高优先级的定价规则，系统仍将应用以下内部优先级：,
Event,事件,
Example URL,示例URL,
Example of a linked document: {0},关联文档示例：{0},
"Example: ABCD.#####
If series is set and Serial No is not mentioned in transactions, then automatic serial number will be created based on this series. If you always want to explicitly mention Serial Nos for this item. leave this blank.",例如：ABCD.##### 如果设置了序列号模板且未在单据中输入序列号，系统会基于序列号模板自动生成序列号。如果序列号都是手工输入，请将此栏位留空。,
"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.",例如：ABCD.##### 如果已设置批号模板且单据中未手工输入批号，则将根据此批号模板创建批号。如果您希望手工输入此物料的批号，请将此栏位留空。注意：此设置将优先于库存设置中的批号模板前缀。,
Example: Serial No {0} reserved in {1}.,示例：序列号{0}在{1}中预留,
Exception Budget Approver Role,例外预算审批人角色,
Excess Disassembly,过度拆解,
Excess Materials Consumed,超量消耗物料,
Excess Transfer,超发,
Excessive machine set up time,机器准备超时,
Exchange Gain / Loss,汇兑损益,
Exchange Gain / Loss Account,汇兑损益科目,
Exchange Gain Or Loss,汇兑损益,
Exchange Gain/Loss,汇兑损益,
Exchange Gain/Loss amount has been booked through {0},自动生成了汇兑损益日记帐凭证{0},
Exchange Rate,汇率,
Exchange Rate Revaluation,汇率重估,
Exchange Rate Revaluation Account,汇率重估科目,
Exchange Rate Revaluation Settings,汇率重估设置,
Exchange Rate must be same as {0} {1} ({2}),汇率必须一致{0} {1}（{2}）,
Excise Entry,消费税分录,
Excise Invoice,消费税发票,
Excise Page Number,Excise页码,
Exclude Zero Balance Parties,排除零余额往来单位,
Excluded DocTypes,不包括单据类型,
Excluded Fee,不含费用,
Execution,执行,
Exempted Role,豁免角色,
Existing Asset,现有资产,
Existing Company,现有的公司,
Existing Company ,现有公司 ,
Exit,退出,
Expand All,全部展开,
Expected,预期金额,
Expected Amount,预期金额,
Expected Arrival Date,预计收货时间,
Expected Balance Qty,预期结余数量,
Expected Closing Date,预计结束日期,
Expected Delivery Date,预计交货日期,
Expected Delivery Date should be after Sales Order Date,预计出货日应晚于销售订单日,
Expected End Date,预计结束日期,
Expected End Date should be less than or equal to parent task's Expected End Date {0}.,预计结束日期应小于或等于父任务预计结束日期{0},
Expected Hrs,预计工时,
Expected Start Date,预计开始日期,
Expected Stock Value,预期库存金额,
Expected Time (in hours),预计时间（小时）,
Expected Time Required (In Mins),预计时间(分钟),
Expected Value After Useful Life,残值,
Expense,费用,
Expense / Difference account ({0}) must be a 'Profit or Loss' account,费用/差异科目({0})必须是一个“损益”类科目,
Expense Account,费用科目,
Expense Account Missing,缺失差异科目,
Expense Approver,费用审批人,
Expense Claim,费用报销,
Expense Head,费用科目,
Expense Head Changed,费用科目已被修改,
Expense account is mandatory for item {0},必须为物料{0}指定费用科目,
Expenses,费用,
Expenses Included In Asset Valuation,结转资产的费用,
Expenses Included In Valuation,结转库存的费用,
Experimental,实验中功能,
Expired,已过期,
Expired Batches,过期批号,
Expires On,到期日,
Expires in a week or less,一周内或即将过期,
Expires today or already expired,今日过期或已过期,
Expiry,到期日,
Expiry (In Days),过期(按天计算),
Expiry Date,失效日期,
Expiry Date Mandatory,有效期必填,
Expiry Duration (in days),到期时间（天）,
Exploded Items,底层物料,
Exponential Smoothing Forecasting,指数平滑法预测,
Export,导出,
Export Errored Rows,导出错误行,
Export Import Log,导出导入日志,
Extended Bank Statement,扩展银行对账单,
External,外部,
External Work History,外部就职经历,
Extra Consumed Qty,额外消耗数量,
Extra Job Card Quantity,生产任务单数量超计划数量,
Extra Large,特大号,
Extra Material Transfer,额外物料调拨,
Extra Small,超小,
FG / Semi FG Item,产成品/半成品物料,
FG Items to Make,待制造成品,
FIFO,先进先出,
FIFO Queue,先进先出队列,
FIFO Queue vs Qty After Transaction Comparison,先进先出队列与交易后数量比较报表,
"FIFO Stock Queue (qty, rate)",先进先出队列(数量，单价),
FIFO/LIFO Queue,先进先出/后进先出队列,
Failed,失败,
Failed Entries,失败条目,
Failed to Authenticate the API key.,API密钥认证失败,
Failed to create demo data,创建演示数据失败,
"Failed to erase demo data, please delete the demo company manually.",清除演示数据失败，请手动删除演示公司,
Failed to install presets,安装预设值失败,
Failed to parse MT940 format. Error: {0},解析MT940格式失败。错误：{0},
Failed to post depreciation entries,折旧分录过账失败,
Failed to send email for campaign {0} to {1},向 {1} 发送营销活动 {0} 的邮件失败,
Failed to set defaults,设置默认值失败,
Failed to setup company,创建公司失败,
Failed to setup defaults,设置默认值失败,
Failed to setup defaults for country {0}. Please contact support.,国家{0}默认设置失败，请联系支持,
Failure,失败,
Failure Date,停机日期,
Failure Description,故障描述,
Failure: {0},故障：{0},
Family Background,家庭背景,
Fax,传真,
Feedback,反馈,
Feedback By,反馈人,
Fees,交费记录,
Fetch Based On,获取方式,
Fetch Customers,获取客户,
Fetch Items from Warehouse,从仓库选物料,
Fetch Latest Exchange Rate,获取最新汇率,
Fetch Overdue Payments,逾期待付款,
Fetch Payment Schedule In Payment Request,在付款请求中获取付款计划,
Fetch Subscription Updates,获取订阅更新,
Fetch Timesheet,选工时单,
Fetch Timesheet in Sales Invoice,允许在销售发票获取工时表,
Fetch Valuation Rate for Internal Transaction,获取内部交易计价率,
Fetch Value From,带出关联字段,
Fetch exploded BOM (including sub-assemblies),选物料清单底层物料（括子装配件）,
Fetched only {0} available serial numbers.,仅获取到{0}个可用序列号,
Fetching Error,获取错误,
Fetching Material Requests...,正在获取物料申请...,
Fetching Sales Orders...,正在获取销售订单...,
Fetching exchange rates ...,正在获取汇率...,
Fetching...,获取中...,
Field,字段,
Field '{0}' is not a valid Company link field for DocType {1},字段 '{0}' 不是文档类型 {1} 的有效公司链接字段,
Field Mapping,字段映射,
Field Name,字段名称,
Field in Bank Transaction,银行交易流水字段,
Fieldname,字段名,
Fields,字段,
Fields will be copied over only at time of creation.,字段将仅在创建时复制。,
Fieldtype,字段类型,
File '{0}' not found,文件&#39;{0}&#39;未找到,
File does not belong to this Transaction Deletion Record,文件不属于此交易删除记录,
File not found,文件未找到,
File not found on server,服务器上未找到文件,
File to Rename,文件重命名,
Filter,过滤条件,
Filter Based On,筛选基于,
Filter Duration (Months),筛选时长（月）,
Filter Total Zero Qty,过滤条件总计零数量,
Filter by Reference Date,按参考日期过滤,
Filter by invoice status,按发票状态筛选,
Filter on Invoice,筛选发票,
Filter on Payment,筛选付款,
Filters,筛选器,
Filters for Material Requests,物料申请筛选条件,
Filters for Sales Orders,销售订单筛选条件,
Filters missing,缺少筛选条件,
Final BOM,最终物料清单,
Final Product,成品,
Finance Book,账簿,
Finance Book Detail,账簿信息,
Finance Book Id,账簿ID,
Finance Books,账簿,
Financial Ratios,财务指标,
Financial Report Row,财务报表行,
Financial Report Template,财务报表模板,
Financial Report Template {0} is disabled,财务报表模板 {0} 已禁用,
Financial Report Template {0} not found,未找到财务报表模板 {0},
Financial Statements,财务报表,
Financial Year Begins On,财年开始日,
Financial reports will be generated using GL Entry doctypes (should be enabled if Period Closing Voucher is not posted for all years sequentially or missing) ,财务报表将使用总账分录生成（若未按顺序过账所有年度的期间结算凭证，需启用）,
Finish,完成,
Finished,已完成,
Finished Good,成品,
Finished Good BOM,成品物料清单,
Finished Good Item,成品物料号,
Finished Good Item Code,产成品物料代码,
Finished Good Item Qty,成品物料数量,
Finished Good Item Quantity,成品物料数量,
Finished Good Item is not specified for service item {0},服务物料{0}未指定产成品物料,
Finished Good Item {0} Qty can not be zero,产成品物料{0}数量不可为零,
Finished Good Item {0} must be a sub-contracted item,产成品物料{0}必须为外协物料,
Finished Good Qty,成品数量,
Finished Good Quantity ,产成品数量,
Finished Good Serial / Batch,产成品序列号/批次,
Finished Good UOM,产成品计量单位,
Finished Good {0} does not have a default BOM.,产成品{0}无默认物料清单,
Finished Good {0} is disabled.,产成品{0}已停用,
Finished Good {0} must be a stock item.,产成品{0}必须为库存物料,
Finished Good {0} must be a sub-contracted item.,产成品{0}必须为外协物料,
Finished Goods,成品,
Finished Goods Based Operating Cost,基于产成品的运营成本,
Finished Goods Item,产成品物料,
Finished Goods Reference,产成品参考,
Finished Goods Return,产成品退货,
Finished Goods Value,产成品价值,
Finished Goods Warehouse,成品仓,
Finished Goods based Operating Cost,启用计件成本,
Finished Item {0} does not match with Work Order {1},产成品{0}与工单{1}不匹配,
First Delivery Date,首次交货日期,
First Email,第一封邮件,
First Name,姓名,
First Responded On,首次回复时间,
First Response Due,首次响应截止,
First Response SLA Failed by {},首次响应SLA未达标 {},
First Response Time,首次响应时间,
First Response Time for Issues,问题首次响应时间,
First Response Time for Opportunity,商机首次响应时间,
Fiscal Year,会计年度,
Fiscal Year Company,公司财年,
Fiscal Year Details,会计年度详情,
Fiscal Year End Date should be one year after Fiscal Year Start Date,财年结束日期应为财年开始日期后一年,
Fiscal Year {0} Does Not Exist,财年{0}不存在,
Fiscal Year {0} does not exist,财年{0}不存在,
Fiscal Year {0} is not available for Company {1}.,会计年度 {0} 不适用于公司 {1}。,
Fiscal Year {0} is required,财年{0}是必需的,
Fix SABB Entry,修复SABB条目,
Fixed,固定金额,
Fixed Asset,固定资产,
Fixed Asset Account,固定资产科目,
Fixed Asset Defaults,固定资产默认值,
Fixed Asset Item must be a non-stock item.,固定资产物料必须是一个非库存物料。,
Fixed Asset Register,固定资产台账,
Fixed Asset Turnover Ratio,固定资产周转率,
Fixed Asset item {0} cannot be used in BOMs.,固定资产物料{0}不可用于物料清单。,
Fixed Assets,固定资产,
Fixed Deposit Number,定期存款号,
Fixed Outgoing Email Account,固定外发邮件账户,
Fixed Rate,固定单价,
Fixed Time,固定时间,
Fleet Manager,车队经理,
Float,浮点数,
Floor,车间,
Floor Name,车间名,
Focus on Item Group filter,聚焦物料组筛选,
Focus on search input,聚焦搜索框,
Folio no.,Folio no。,
Follow Calendar Months,遵循自然月,
Following Material Requests have been raised automatically based on Item's re-order level,已根据物料的重订货点设置自动生成了以下物料需求,
Following fields are mandatory to create address:,创建地址必须填写以下字段：,
For,目标,
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table, values will be copied to 'Packing List' table.",对于“套件”物料，仓库，序列号和批号信息维护在“装箱单”中。如果仓库和批号是“套件”中所含物料共用的，可以在订单物料清单表中输入这些值，系统会自动将其复制到“装箱单”。,
For All Stock Asset Accounts,适用于所有库存资产科目,
For Buying,采购,
For Company,公司,
For Item,物料,
For Item {0} cannot be received more than {1} qty against the {2} {3},基于 {2} {3} 物料 {0} 收货数量不能超过 {1},
For Job Card,生产任务单,
For Operation,工序,
For Price List,价格表,
For Production,生产,
For Quantity (Manufactured Qty) is mandatory,数量（制造数量）字段必填,
For Raw Materials,针对原材料,
"For Return Invoices with Stock effect, '0' qty Items are not allowed. Following rows are affected: {0}",库存影响的退货发票中不允许零数量物料，受影响行：{0},
For Selling,销售,
For Supplier,供应商,
For Warehouse,仓库,
For Work Order,工单,
"For an item {0}, quantity must be negative number",物料{0}的数量必须是负数,
"For an item {0}, quantity must be positive number",物料 {0} 其数量必须为正数,
For dunning fee and interest,催款费用与利息,
"For e.g. 2012, 2012-13",对例如2012，2012-13,
For how much spent = 1 Loyalty Point,多少钱积1分,
For individual supplier,单个供应商,
"For item <b>{0}</b>, only <b>{1}</b> asset have been created or linked to <b>{2}</b>. Please create or link <b>{3}</b> more asset with the respective document.",物料<b>{0}</b>仅创建/关联了<b>{1}</b>项资产至<b>{2}</b>，请创建或关联剩余<b>{3}</b>项资产。,
"For item {0}, rate must be a positive number. To Allow negative rates, enable {1} in {2}",物料{0}的税率必须为正数。允许负数需在{2}启用{1},
"For operation {0} at row {1}, please add raw materials or set a BOM against it.",第 {1} 行的工序 {0}，请添加原材料或设置物料清单。,
For operation {0}: Quantity ({1}) can not be greater than pending quantity({2}),工序{0}：数量（{1}）不得超过待处理数量（{2}）,
"For project - {0}, update your status",项目 {0} - 请更新您的状态,
"For projected and forecast quantities, the system will consider all child warehouses under the selected parent warehouse.",对于预计和预测数量，系统将考量所选父仓库下的所有子仓库。,
For quantity {0} should not be greater than allowed quantity {1},成品数量 {0} 不能大于剩余可入库数量 {1},
For reference,供参考,
"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included",对于{1}的第{0}行。要在物料单价中包括{2}，也必须包括第{3}行,
For row {0}: Enter Planned Qty,请在第{0}行输入计划数量,
For service item,针对服务物料,
For the 'Apply Rule On Other' condition the field {0} is mandatory,对于'应用于其他'条件，字段{0}为必填项,
"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes",为方便客户，这些代码可以在打印格式(如发票和销售出库)中使用,
"For the item {0}, the consumed quantity should be {1} according to the BOM {2}.",根据物料清单 {2}，物料 {0} 的消耗数量应为 {1}。,
"For the {0}, no stock is available for the return in the warehouse {1}.",{0} : 仓库 {1} 中无可退货数量,
"For the {0}, the quantity is required to make the return entry",{0}需要数量才能创建退货分录,
Force-Fetch Subscription Updates,强制获取订阅更新,
Forecast,预测,
Forecast Demand,预测需求,
Forecast Qty,预测数量,
Foreign Currency Translation Reserve,外币折算储备,
Foreign Trade Details,外贸信息,
Formula Based Criteria,条件公式,
Formula or Account Filter,公式或科目筛选,
Forum Activity,论坛活动,
Forum Posts,论坛帖子,
Forum URL,论坛URL,
Frappe School,Frappe 学院,
Frappe Support,Frappe支持,
Free Item,免费物料,
Free Item Rate,赠品单价,
Free item code is not selected,未选择免费物料代码,
Free item not set in the pricing rule {0},定价规则{0}价格/产品折扣选了产品，需维护免费物料信息,
Freeze Stocks Older Than (Days),库存变动锁账天数,
Freight and Forwarding Charges,运费,
Frequency,频率,
Frequency To Collect Progress,进度采集频率,
Frequency of Depreciation (Months),折旧频率（几个月折一次）,
Frequently Read Articles,常读文章,
Friday,星期五,
From,发件人,
From BOM,基于物料清单,
From BOM No,来自物料清单号,
From Company,源公司,
From Corrective Job Card,取自返工生产任务单,
From Currency,源货币,
From Currency and To Currency cannot be same,源货币和目标货币不能相同,
From Customer,源客户,
From Date,起始日期,
From Date and To Date are Mandatory,必须填写起始和截止日期,
From Date and To Date are mandatory,起始和截止日期必填,
From Date and To Date are required,起始日期和结束日期为必填项,
From Date and To Date lie in different Fiscal Year,开始日期和结束日期位不能跨财年,
From Date cannot be greater than To Date,起始日期不能大于结束日期,
From Date cannot be greater than To Date.,起始日期不能大于结束日期。,
From Date is mandatory,起始日期必填,
From Date must be before To Date,开始日期日期必须在结束日期之前,
From Date should be within the Fiscal Year. Assuming From Date = {0},开始日期应该在财年之内。财年开始日是{0},
From Date: {0} cannot be greater than To date: {1},起始日期：{0}不能晚于截止日期：{1},
From Datetime,开始时间,
From Delivery Date,交货日自,
From Delivery Note,源销售出库,
From Doctype,来源单据类型,
From Due Date,到期日起,
From Employee,员工,
From Employee is required while issuing Asset {0},发放资产{0}时必须填写来源员工,
From External Ecomm Platform,来自外部电商平台,
From Fiscal Year,开始财年,
From Fiscal Year cannot be greater than To Fiscal Year,起始会计年度不能大于结束会计年度,
From Folio No,来自Folio No,
From Invoice Date,开始发票日期,
From No,来自No,
From Package No.,起始包裹号,
From Payment Date,开始付款日期,
From Posting Date,过账日期起,
From Range,起始范围,
From Range has to be less than To Range,从范围必须小于要范围,
From Reference Date,参考日期起,
From Shareholder,股东,
From Template,参考模板,
From Time,开始时间,
From Time ,起始时间,
From Time Should Be Less Than To Time,开始时间应该早于结束时间,
From Value,起始值,
From Voucher Detail No,源单据明细ID,
From Voucher No,源单据编号,
From Voucher Type,源单据类型,
From Warehouse,发料仓,
From and To Dates are required.,开始与结束日期必填,
From and To dates are required,必须填写起始和截止日期,
From date cannot be greater than To date,起始日期不能晚于截止日期,
From value must be less than to value in row {0},第{0}行的起始值必须小于截止值,
Frozen,已冻结？,
Fuel Type,燃料类型,
Fuel UOM,燃油单位,
Fulfilled,已履行,
Fulfillment,订单履行,
Fulfillment User,配送员,
Fulfilment Deadline,履行截止日期,
Fulfilment Details,履行细节,
Fulfilment Status,履行状态,
Fulfilment Terms,履行条款,
Fulfilment Terms and Conditions,履行条款和条件,
Full Name,全名,
"Full Name, Email or Phone/Mobile of the user are mandatory to continue.",用户的姓名、邮箱或电话/手机为必填项才能继续。,
Full and Final Statement,最终结算单,
Fully Billed,完全开票,
Fully Completed,全部完成,
Fully Delivered,已全部出货,
Fully Depreciated,已提足折旧,
Fully Paid,已全额付款,
Furniture and Fixtures,家具及固定装置,
"Further accounts can be made under Groups, but entries can be made against non-Groups",更多的科目可以归属到一个组类的科目下，但日记账凭证中只能使用非组类的科目,
Further cost centers can be made under Groups but entries can be made against non-Groups,进一步的成本中心可以根据组进行，但项可以对非组进行,
Further nodes can be only created under 'Group' type nodes,只能在“组”节点下新建节点,
Future Payment Amount,报表日后付款金额,
Future Payment Ref,报表日后付款参考,
Future Payments,未来付款,
Future date is not allowed,不允许未来日期,
G - D,G - D,
GENERAL LEDGER,总分类账,
GL Balance,总账余额,
GL Entry,总账分录,
GL Entry Processing Status,生成会计凭证状态,
GL reposting index,总账重过账索引,
GS1,GS1标准,
GTIN,全球贸易项目代码,
GTIN-14,GTIN-14,
Gain/Loss,收益/损失,
Gain/Loss Account on Asset Disposal,资产处置收益/损失科目,
Gain/Loss accumulated in foreign currency account. Accounts with '0' balance in either Base or Account currency,外币累计损益，,
Gain/Loss already booked,已记账损益,
Gain/Loss from Revaluation,重估损益,
Gain/Loss on Asset Disposal,资产处置收益/损失,
Gantt Chart,甘特图,
Gantt chart of all tasks.,所有任务的甘特图。,
Gender,性别,
General,常规,
General Ledger,会计总账,
General Settings,常规设置,
General and Payment Ledger Comparison,总账与收付款台账对比,
General and Payment Ledger mismatch,总账与付款账不一致,
Generate Demand,生成需求,
Generate Demo Data for Exploration,生成供学习体验的样板数据,
Generate Invoice At,发票生成时机,
